v1	V(n002)*I(V1)	I(V1)
2.730999999999862e-001	2.060490e-001	7.544819e-001
2.731999999999862e-001	2.061235e-001	7.544782e-001
2.732999999999862e-001	2.061979e-001	7.544745e-001
2.733999999999862e-001	2.062723e-001	7.544709e-001
2.734999999999862e-001	2.063468e-001	7.544672e-001
2.735999999999862e-001	2.064212e-001	7.544635e-001
2.736999999999862e-001	2.064957e-001	7.544599e-001
2.737999999999862e-001	2.065701e-001	7.544562e-001
2.738999999999862e-001	2.066445e-001	7.544525e-001
2.739999999999861e-001	2.067190e-001	7.544488e-001
2.740999999999861e-001	2.067934e-001	7.544451e-001
2.741999999999861e-001	2.068678e-001	7.544414e-001
2.742999999999861e-001	2.069422e-001	7.544376e-001
2.743999999999861e-001	2.070167e-001	7.544339e-001
2.744999999999861e-001	2.070911e-001	7.544302e-001
2.745999999999861e-001	2.071655e-001	7.544265e-001
2.746999999999861e-001	2.072399e-001	7.544227e-001
2.747999999999861e-001	2.073144e-001	7.544190e-001
2.748999999999860e-001	2.073888e-001	7.544153e-001
2.749999999999860e-001	2.074632e-001	7.544115e-001
2.750999999999860e-001	2.075376e-001	7.544078e-001
2.751999999999860e-001	2.076120e-001	7.544040e-001
2.752999999999860e-001	2.076864e-001	7.544003e-001
2.753999999999860e-001	2.077608e-001	7.543965e-001
2.754999999999860e-001	2.078352e-001	7.543927e-001
2.755999999999860e-001	2.079096e-001	7.543889e-001
2.756999999999860e-001	2.079840e-001	7.543852e-001
2.757999999999860e-001	2.080584e-001	7.543814e-001
2.758999999999859e-001	2.081328e-001	7.543776e-001
2.759999999999859e-001	2.082072e-001	7.543738e-001
2.760999999999859e-001	2.082816e-001	7.543700e-001
2.761999999999859e-001	2.083559e-001	7.543662e-001
2.762999999999859e-001	2.084303e-001	7.543623e-001
2.763999999999859e-001	2.085047e-001	7.543585e-001
2.764999999999859e-001	2.085791e-001	7.543547e-001
2.765999999999859e-001	2.086535e-001	7.543509e-001
2.766999999999859e-001	2.087278e-001	7.543470e-001
2.767999999999858e-001	2.088022e-001	7.543432e-001
2.768999999999858e-001	2.088766e-001	7.543394e-001
2.769999999999858e-001	2.089509e-001	7.543355e-001
2.770999999999858e-001	2.090253e-001	7.543316e-001
2.771999999999858e-001	2.090997e-001	7.543278e-001
2.772999999999858e-001	2.091740e-001	7.543240e-001
2.773999999999858e-001	2.092484e-001	7.543201e-001
2.774999999999858e-001	2.093228e-001	7.543162e-001
2.775999999999858e-001	2.093971e-001	7.543123e-001
2.776999999999857e-001	2.094714e-001	7.543084e-001
2.777999999999857e-001	2.095458e-001	7.543045e-001
2.778999999999857e-001	2.096201e-001	7.543006e-001
2.779999999999857e-001	2.096945e-001	7.542967e-001
2.780999999999857e-001	2.097688e-001	7.542928e-001
2.781999999999857e-001	2.098432e-001	7.542889e-001
2.782999999999857e-001	2.099175e-001	7.542850e-001
2.783999999999857e-001	2.099918e-001	7.542810e-001
2.784999999999857e-001	2.100662e-001	7.542771e-001
2.785999999999856e-001	2.101405e-001	7.542732e-001
2.786999999999856e-001	2.102148e-001	7.542692e-001
2.787999999999856e-001	2.102892e-001	7.542652e-001
2.788999999999856e-001	2.103635e-001	7.542613e-001
2.789999999999856e-001	2.104378e-001	7.542574e-001
2.790999999999856e-001	2.105121e-001	7.542534e-001
2.791999999999856e-001	2.105864e-001	7.542494e-001
2.792999999999856e-001	2.106608e-001	7.542455e-001
2.793999999999856e-001	2.107351e-001	7.542415e-001
2.794999999999855e-001	2.108094e-001	7.542375e-001
2.795999999999855e-001	2.108837e-001	7.542335e-001
2.796999999999855e-001	2.109580e-001	7.542295e-001
2.797999999999855e-001	2.110323e-001	7.542255e-001
2.798999999999855e-001	2.111066e-001	7.542214e-001
2.799999999999855e-001	2.111809e-001	7.542174e-001
2.800999999999855e-001	2.112552e-001	7.542134e-001
2.801999999999855e-001	2.113295e-001	7.542094e-001
2.802999999999855e-001	2.114038e-001	7.542053e-001
2.803999999999854e-001	2.114780e-001	7.542013e-001
2.804999999999854e-001	2.115523e-001	7.541972e-001
2.805999999999854e-001	2.116266e-001	7.541932e-001
2.806999999999854e-001	2.117009e-001	7.541891e-001
2.807999999999854e-001	2.117752e-001	7.541851e-001
2.808999999999854e-001	2.118495e-001	7.541810e-001
2.809999999999854e-001	2.119237e-001	7.541769e-001
2.810999999999854e-001	2.119980e-001	7.541729e-001
2.811999999999854e-001	2.120722e-001	7.541687e-001
2.812999999999853e-001	2.121465e-001	7.541646e-001
2.813999999999853e-001	2.122208e-001	7.541606e-001
2.814999999999853e-001	2.122951e-001	7.541565e-001
2.815999999999853e-001	2.123693e-001	7.541524e-001
2.816999999999853e-001	2.124435e-001	7.541482e-001
2.817999999999853e-001	2.125178e-001	7.541441e-001
2.818999999999853e-001	2.125920e-001	7.541400e-001
2.819999999999853e-001	2.126663e-001	7.541358e-001
2.820999999999853e-001	2.127405e-001	7.541317e-001
2.821999999999852e-001	2.128148e-001	7.541276e-001
2.822999999999852e-001	2.128890e-001	7.541234e-001
2.823999999999852e-001	2.129633e-001	7.541192e-001
2.824999999999852e-001	2.130375e-001	7.541150e-001
2.825999999999852e-001	2.131117e-001	7.541109e-001
2.826999999999852e-001	2.131860e-001	7.541067e-001
2.827999999999852e-001	2.132602e-001	7.541025e-001
2.828999999999852e-001	2.133344e-001	7.540983e-001
2.829999999999852e-001	2.134086e-001	7.540941e-001
2.830999999999851e-001	2.134829e-001	7.540899e-001
2.831999999999851e-001	2.135571e-001	7.540857e-001
2.832999999999851e-001	2.136313e-001	7.540815e-001
2.833999999999851e-001	2.137055e-001	7.540773e-001
2.834999999999851e-001	2.137797e-001	7.540730e-001
2.835999999999851e-001	2.138539e-001	7.540688e-001
2.836999999999851e-001	2.139281e-001	7.540645e-001
2.837999999999851e-001	2.140023e-001	7.540603e-001
2.838999999999851e-001	2.140765e-001	7.540560e-001
2.839999999999850e-001	2.141507e-001	7.540517e-001
2.840999999999850e-001	2.142249e-001	7.540475e-001
2.841999999999850e-001	2.142991e-001	7.540432e-001
2.842999999999850e-001	2.143733e-001	7.540389e-001
2.843999999999850e-001	2.144474e-001	7.540346e-001
2.844999999999850e-001	2.145216e-001	7.540303e-001
2.845999999999850e-001	2.145958e-001	7.540261e-001
2.846999999999850e-001	2.146700e-001	7.540217e-001
2.847999999999850e-001	2.147442e-001	7.540174e-001
2.848999999999849e-001	2.148183e-001	7.540131e-001
2.849999999999849e-001	2.148925e-001	7.540088e-001
2.850999999999849e-001	2.149667e-001	7.540044e-001
2.851999999999849e-001	2.150408e-001	7.540001e-001
2.852999999999849e-001	2.151150e-001	7.539957e-001
2.853999999999849e-001	2.151891e-001	7.539914e-001
2.854999999999849e-001	2.152633e-001	7.539870e-001
2.855999999999849e-001	2.153374e-001	7.539826e-001
2.856999999999849e-001	2.154116e-001	7.539783e-001
2.857999999999848e-001	2.154857e-001	7.539738e-001
2.858999999999848e-001	2.155599e-001	7.539695e-001
2.859999999999848e-001	2.156340e-001	7.539651e-001
2.860999999999848e-001	2.157081e-001	7.539607e-001
2.861999999999848e-001	2.157823e-001	7.539563e-001
2.862999999999848e-001	2.158564e-001	7.539518e-001
2.863999999999848e-001	2.159305e-001	7.539474e-001
2.864999999999848e-001	2.160047e-001	7.539430e-001
2.865999999999848e-001	2.160788e-001	7.539386e-001
2.866999999999847e-001	2.161529e-001	7.539341e-001
2.867999999999847e-001	2.162270e-001	7.539296e-001
2.868999999999847e-001	2.163011e-001	7.539251e-001
2.869999999999847e-001	2.163753e-001	7.539207e-001
2.870999999999847e-001	2.164493e-001	7.539162e-001
2.871999999999847e-001	2.165235e-001	7.539117e-001
2.872999999999847e-001	2.165975e-001	7.539073e-001
2.873999999999847e-001	2.166717e-001	7.539028e-001
2.874999999999847e-001	2.167457e-001	7.538983e-001
2.875999999999847e-001	2.168198e-001	7.538937e-001
2.876999999999846e-001	2.168939e-001	7.538892e-001
2.877999999999846e-001	2.169680e-001	7.538847e-001
2.878999999999846e-001	2.170421e-001	7.538802e-001
2.879999999999846e-001	2.171162e-001	7.538756e-001
2.880999999999846e-001	2.171903e-001	7.538711e-001
2.881999999999846e-001	2.172643e-001	7.538666e-001
2.882999999999846e-001	2.173384e-001	7.538620e-001
2.883999999999846e-001	2.174125e-001	7.538574e-001
2.884999999999846e-001	2.174866e-001	7.538528e-001
2.885999999999845e-001	2.175606e-001	7.538483e-001
2.886999999999845e-001	2.176347e-001	7.538437e-001
2.887999999999845e-001	2.177087e-001	7.538391e-001
2.888999999999845e-001	2.177828e-001	7.538344e-001
2.889999999999845e-001	2.178568e-001	7.538298e-001
2.890999999999845e-001	2.179309e-001	7.538252e-001
2.891999999999845e-001	2.180049e-001	7.538206e-001
2.892999999999845e-001	2.180790e-001	7.538159e-001
2.893999999999845e-001	2.181530e-001	7.538113e-001
2.894999999999844e-001	2.182270e-001	7.538067e-001
2.895999999999844e-001	2.183011e-001	7.538020e-001
2.896999999999844e-001	2.183751e-001	7.537974e-001
2.897999999999844e-001	2.184491e-001	7.537926e-001
2.898999999999844e-001	2.185231e-001	7.537880e-001
2.899999999999844e-001	2.185971e-001	7.537833e-001
2.900999999999844e-001	2.186712e-001	7.537786e-001
2.901999999999844e-001	2.187452e-001	7.537739e-001
2.902999999999844e-001	2.188192e-001	7.537692e-001
2.903999999999843e-001	2.188932e-001	7.537645e-001
2.904999999999843e-001	2.189672e-001	7.537597e-001
2.905999999999843e-001	2.190412e-001	7.537550e-001
2.906999999999843e-001	2.191152e-001	7.537503e-001
2.907999999999843e-001	2.191892e-001	7.537455e-001
2.908999999999843e-001	2.192632e-001	7.537407e-001
2.909999999999843e-001	2.193372e-001	7.537360e-001
2.910999999999843e-001	2.194111e-001	7.537312e-001
2.911999999999843e-001	2.194851e-001	7.537264e-001
2.912999999999842e-001	2.195591e-001	7.537217e-001
2.913999999999842e-001	2.196331e-001	7.537168e-001
2.914999999999842e-001	2.197071e-001	7.537121e-001
2.915999999999842e-001	2.197810e-001	7.537072e-001
2.916999999999842e-001	2.198550e-001	7.537024e-001
2.917999999999842e-001	2.199289e-001	7.536976e-001
2.918999999999842e-001	2.200029e-001	7.536927e-001
2.919999999999842e-001	2.200769e-001	7.536879e-001
2.920999999999842e-001	2.201508e-001	7.536830e-001
2.921999999999841e-001	2.202248e-001	7.536781e-001
2.922999999999841e-001	2.202987e-001	7.536733e-001
2.923999999999841e-001	2.203727e-001	7.536684e-001
2.924999999999841e-001	2.204466e-001	7.536635e-001
2.925999999999841e-001	2.205205e-001	7.536587e-001
2.926999999999841e-001	2.205944e-001	7.536537e-001
2.927999999999841e-001	2.206684e-001	7.536488e-001
2.928999999999841e-001	2.207423e-001	7.536439e-001
2.929999999999841e-001	2.208162e-001	7.536390e-001
2.930999999999840e-001	2.208901e-001	7.536340e-001
2.931999999999840e-001	2.209640e-001	7.536291e-001
2.932999999999840e-001	2.210380e-001	7.536241e-001
2.933999999999840e-001	2.211119e-001	7.536192e-001
2.934999999999840e-001	2.211858e-001	7.536142e-001
2.935999999999840e-001	2.212597e-001	7.536092e-001
2.936999999999840e-001	2.213336e-001	7.536042e-001
2.937999999999840e-001	2.214075e-001	7.535992e-001
2.938999999999840e-001	2.214814e-001	7.535942e-001
2.939999999999839e-001	2.215552e-001	7.535892e-001
2.940999999999839e-001	2.216291e-001	7.535842e-001
2.941999999999839e-001	2.217030e-001	7.535791e-001
2.942999999999839e-001	2.217769e-001	7.535741e-001
2.943999999999839e-001	2.218507e-001	7.535691e-001
2.944999999999839e-001	2.219246e-001	7.535640e-001
2.945999999999839e-001	2.219985e-001	7.535589e-001
2.946999999999839e-001	2.220723e-001	7.535539e-001
2.947999999999839e-001	2.221462e-001	7.535488e-001
2.948999999999838e-001	2.222200e-001	7.535437e-001
2.949999999999838e-001	2.222939e-001	7.535386e-001
2.950999999999838e-001	2.223677e-001	7.535335e-001
2.951999999999838e-001	2.224416e-001	7.535284e-001
2.952999999999838e-001	2.225154e-001	7.535233e-001
2.953999999999838e-001	2.225892e-001	7.535181e-001
2.954999999999838e-001	2.226631e-001	7.535130e-001
2.955999999999838e-001	2.227369e-001	7.535079e-001
2.956999999999838e-001	2.228107e-001	7.535027e-001
2.957999999999837e-001	2.228846e-001	7.534975e-001
2.958999999999837e-001	2.229584e-001	7.534923e-001
2.959999999999837e-001	2.230322e-001	7.534871e-001
2.960999999999837e-001	2.231060e-001	7.534819e-001
2.961999999999837e-001	2.231798e-001	7.534767e-001
2.962999999999837e-001	2.232536e-001	7.534715e-001
2.963999999999837e-001	2.233274e-001	7.534663e-001
2.964999999999837e-001	2.234012e-001	7.534611e-001
2.965999999999837e-001	2.234750e-001	7.534558e-001
2.966999999999836e-001	2.235488e-001	7.534506e-001
2.967999999999836e-001	2.236225e-001	7.534453e-001
2.968999999999836e-001	2.236963e-001	7.534400e-001
2.969999999999836e-001	2.237701e-001	7.534347e-001
2.970999999999836e-001	2.238439e-001	7.534295e-001
2.971999999999836e-001	2.239177e-001	7.534242e-001
2.972999999999836e-001	2.239914e-001	7.534189e-001
2.973999999999836e-001	2.240652e-001	7.534135e-001
2.974999999999836e-001	2.241389e-001	7.534082e-001
2.975999999999835e-001	2.242127e-001	7.534029e-001
2.976999999999835e-001	2.242864e-001	7.533975e-001
2.977999999999835e-001	2.243602e-001	7.533922e-001
2.978999999999835e-001	2.244339e-001	7.533868e-001
2.979999999999835e-001	2.245077e-001	7.533814e-001
2.980999999999835e-001	2.245814e-001	7.533760e-001
2.981999999999835e-001	2.246551e-001	7.533706e-001
2.982999999999835e-001	2.247288e-001	7.533652e-001
2.983999999999835e-001	2.248026e-001	7.533599e-001
2.984999999999835e-001	2.248763e-001	7.533544e-001
2.985999999999834e-001	2.249500e-001	7.533489e-001
2.986999999999834e-001	2.250237e-001	7.533435e-001
2.987999999999834e-001	2.250974e-001	7.533381e-001
2.988999999999834e-001	2.251711e-001	7.533326e-001
2.989999999999834e-001	2.252448e-001	7.533271e-001
2.990999999999834e-001	2.253185e-001	7.533216e-001
2.991999999999834e-001	2.253922e-001	7.533162e-001
2.992999999999834e-001	2.254659e-001	7.533107e-001
2.993999999999834e-001	2.255396e-001	7.533051e-001
2.994999999999833e-001	2.256132e-001	7.532997e-001
2.995999999999833e-001	2.256869e-001	7.532941e-001
2.996999999999833e-001	2.257606e-001	7.532886e-001
2.997999999999833e-001	2.258343e-001	7.532830e-001
2.998999999999833e-001	2.259079e-001	7.532775e-001
2.999999999999833e-001	2.259816e-001	7.532719e-001
3.000999999999833e-001	2.260552e-001	7.532663e-001
3.001999999999833e-001	2.261289e-001	7.532607e-001
3.002999999999833e-001	2.262025e-001	7.532551e-001
3.003999999999832e-001	2.262761e-001	7.532495e-001
3.004999999999832e-001	2.263498e-001	7.532439e-001
3.005999999999832e-001	2.264234e-001	7.532383e-001
3.006999999999832e-001	2.264970e-001	7.532326e-001
3.007999999999832e-001	2.265707e-001	7.532269e-001
3.008999999999832e-001	2.266443e-001	7.532213e-001
3.009999999999832e-001	2.267179e-001	7.532156e-001
3.010999999999832e-001	2.267915e-001	7.532099e-001
3.011999999999832e-001	2.268651e-001	7.532042e-001
3.012999999999831e-001	2.269387e-001	7.531985e-001
3.013999999999831e-001	2.270123e-001	7.531928e-001
3.014999999999831e-001	2.270859e-001	7.531871e-001
3.015999999999831e-001	2.271595e-001	7.531813e-001
3.016999999999831e-001	2.272331e-001	7.531756e-001
3.017999999999831e-001	2.273067e-001	7.531698e-001
3.018999999999831e-001	2.273802e-001	7.531641e-001
3.019999999999831e-001	2.274538e-001	7.531583e-001
3.020999999999831e-001	2.275274e-001	7.531525e-001
3.021999999999830e-001	2.276009e-001	7.531467e-001
3.022999999999830e-001	2.276745e-001	7.531409e-001
3.023999999999830e-001	2.277480e-001	7.531351e-001
3.024999999999830e-001	2.278216e-001	7.531292e-001
3.025999999999830e-001	2.278951e-001	7.531234e-001
3.026999999999830e-001	2.279687e-001	7.531176e-001
3.027999999999830e-001	2.280422e-001	7.531117e-001
3.028999999999830e-001	2.281157e-001	7.531058e-001
3.029999999999830e-001	2.281893e-001	7.530999e-001
3.030999999999829e-001	2.282628e-001	7.530940e-001
3.031999999999829e-001	2.283363e-001	7.530881e-001
3.032999999999829e-001	2.284098e-001	7.530822e-001
3.033999999999829e-001	2.284833e-001	7.530763e-001
3.034999999999829e-001	2.285568e-001	7.530703e-001
3.035999999999829e-001	2.286304e-001	7.530644e-001
3.036999999999829e-001	2.287038e-001	7.530584e-001
3.037999999999829e-001	2.287773e-001	7.530524e-001
3.038999999999829e-001	2.288508e-001	7.530465e-001
3.039999999999828e-001	2.289243e-001	7.530404e-001
3.040999999999828e-001	2.289978e-001	7.530344e-001
3.041999999999828e-001	2.290712e-001	7.530284e-001
3.042999999999828e-001	2.291447e-001	7.530224e-001
3.043999999999828e-001	2.292182e-001	7.530164e-001
3.044999999999828e-001	2.292916e-001	7.530103e-001
3.045999999999828e-001	2.293651e-001	7.530042e-001
3.046999999999828e-001	2.294385e-001	7.529981e-001
3.047999999999828e-001	2.295120e-001	7.529920e-001
3.048999999999827e-001	2.295854e-001	7.529860e-001
3.049999999999827e-001	2.296588e-001	7.529798e-001
3.050999999999827e-001	2.297323e-001	7.529737e-001
3.051999999999827e-001	2.298057e-001	7.529676e-001
3.052999999999827e-001	2.298791e-001	7.529615e-001
3.053999999999827e-001	2.299525e-001	7.529553e-001
3.054999999999827e-001	2.300260e-001	7.529491e-001
3.055999999999827e-001	2.300993e-001	7.529429e-001
3.056999999999827e-001	2.301728e-001	7.529367e-001
3.057999999999826e-001	2.302461e-001	7.529305e-001
3.058999999999826e-001	2.303196e-001	7.529243e-001
3.059999999999826e-001	2.303929e-001	7.529181e-001
3.060999999999826e-001	2.304663e-001	7.529119e-001
3.061999999999826e-001	2.305397e-001	7.529056e-001
3.062999999999826e-001	2.306131e-001	7.528993e-001
3.063999999999826e-001	2.306864e-001	7.528930e-001
3.064999999999826e-001	2.307598e-001	7.528868e-001
3.065999999999826e-001	2.308332e-001	7.528805e-001
3.066999999999825e-001	2.309065e-001	7.528741e-001
3.067999999999825e-001	2.309799e-001	7.528678e-001
3.068999999999825e-001	2.310532e-001	7.528615e-001
3.069999999999825e-001	2.311265e-001	7.528551e-001
3.070999999999825e-001	2.311998e-001	7.528487e-001
3.071999999999825e-001	2.312732e-001	7.528424e-001
3.072999999999825e-001	2.313465e-001	7.528360e-001
3.073999999999825e-001	2.314198e-001	7.528296e-001
3.074999999999825e-001	2.314931e-001	7.528232e-001
3.075999999999824e-001	2.315664e-001	7.528167e-001
3.076999999999824e-001	2.316397e-001	7.528103e-001
3.077999999999824e-001	2.317130e-001	7.528039e-001
3.078999999999824e-001	2.317863e-001	7.527974e-001
3.079999999999824e-001	2.318596e-001	7.527909e-001
3.080999999999824e-001	2.319329e-001	7.527844e-001
3.081999999999824e-001	2.320062e-001	7.527779e-001
3.082999999999824e-001	2.320794e-001	7.527714e-001
3.083999999999824e-001	2.321527e-001	7.527649e-001
3.084999999999823e-001	2.322260e-001	7.527584e-001
3.085999999999823e-001	2.322992e-001	7.527518e-001
3.086999999999823e-001	2.323725e-001	7.527453e-001
3.087999999999823e-001	2.324457e-001	7.527387e-001
3.088999999999823e-001	2.325189e-001	7.527321e-001
3.089999999999823e-001	2.325922e-001	7.527255e-001
3.090999999999823e-001	2.326654e-001	7.527189e-001
3.091999999999823e-001	2.327386e-001	7.527122e-001
3.092999999999823e-001	2.328119e-001	7.527056e-001
3.093999999999822e-001	2.328851e-001	7.526990e-001
3.094999999999822e-001	2.329583e-001	7.526923e-001
3.095999999999822e-001	2.330315e-001	7.526856e-001
3.096999999999822e-001	2.331047e-001	7.526789e-001
3.097999999999822e-001	2.331779e-001	7.526723e-001
3.098999999999822e-001	2.332510e-001	7.526655e-001
3.099999999999822e-001	2.333242e-001	7.526588e-001
3.100999999999822e-001	2.333974e-001	7.526520e-001
3.101999999999822e-001	2.334706e-001	7.526453e-001
3.102999999999822e-001	2.335437e-001	7.526385e-001
3.103999999999821e-001	2.336169e-001	7.526317e-001
3.104999999999821e-001	2.336900e-001	7.526249e-001
3.105999999999821e-001	2.337632e-001	7.526181e-001
3.106999999999821e-001	2.338363e-001	7.526113e-001
3.107999999999821e-001	2.339094e-001	7.526044e-001
3.108999999999821e-001	2.339826e-001	7.525976e-001
3.109999999999821e-001	2.340557e-001	7.525907e-001
3.110999999999821e-001	2.341288e-001	7.525839e-001
3.111999999999821e-001	2.342019e-001	7.525769e-001
3.112999999999820e-001	2.342751e-001	7.525700e-001
3.113999999999820e-001	2.343482e-001	7.525631e-001
3.114999999999820e-001	2.344212e-001	7.525561e-001
3.115999999999820e-001	2.344943e-001	7.525492e-001
3.116999999999820e-001	2.345674e-001	7.525423e-001
3.117999999999820e-001	2.346405e-001	7.525353e-001
3.118999999999820e-001	2.347136e-001	7.525283e-001
3.119999999999820e-001	2.347866e-001	7.525213e-001
3.120999999999820e-001	2.348597e-001	7.525142e-001
3.121999999999819e-001	2.349328e-001	7.525072e-001
3.122999999999819e-001	2.350058e-001	7.525002e-001
3.123999999999819e-001	2.350789e-001	7.524931e-001
3.124999999999819e-001	2.351519e-001	7.524861e-001
3.125999999999819e-001	2.352249e-001	7.524790e-001
3.126999999999819e-001	2.352980e-001	7.524719e-001
3.127999999999819e-001	2.353710e-001	7.524647e-001
3.128999999999819e-001	2.354440e-001	7.524576e-001
3.129999999999819e-001	2.355170e-001	7.524505e-001
3.130999999999818e-001	2.355900e-001	7.524433e-001
3.131999999999818e-001	2.356630e-001	7.524361e-001
3.132999999999818e-001	2.357360e-001	7.524289e-001
3.133999999999818e-001	2.358090e-001	7.524217e-001
3.134999999999818e-001	2.358819e-001	7.524145e-001
3.135999999999818e-001	2.359549e-001	7.524073e-001
3.136999999999818e-001	2.360279e-001	7.524000e-001
3.137999999999818e-001	2.361009e-001	7.523928e-001
3.138999999999818e-001	2.361738e-001	7.523855e-001
3.139999999999817e-001	2.362468e-001	7.523782e-001
3.140999999999817e-001	2.363197e-001	7.523709e-001
3.141999999999817e-001	2.363926e-001	7.523636e-001
3.142999999999817e-001	2.364656e-001	7.523562e-001
3.143999999999817e-001	2.365385e-001	7.523488e-001
3.144999999999817e-001	2.366114e-001	7.523415e-001
3.145999999999817e-001	2.366843e-001	7.523341e-001
3.146999999999817e-001	2.367572e-001	7.523267e-001
3.147999999999817e-001	2.368301e-001	7.523193e-001
3.148999999999816e-001	2.369030e-001	7.523119e-001
3.149999999999816e-001	2.369759e-001	7.523044e-001
3.150999999999816e-001	2.370488e-001	7.522970e-001
3.151999999999816e-001	2.371216e-001	7.522895e-001
3.152999999999816e-001	2.371945e-001	7.522820e-001
3.153999999999816e-001	2.372674e-001	7.522745e-001
3.154999999999816e-001	2.373402e-001	7.522669e-001
3.155999999999816e-001	2.374131e-001	7.522594e-001
3.156999999999816e-001	2.374859e-001	7.522519e-001
3.157999999999815e-001	2.375588e-001	7.522443e-001
3.158999999999815e-001	2.376316e-001	7.522367e-001
3.159999999999815e-001	2.377044e-001	7.522292e-001
3.160999999999815e-001	2.377772e-001	7.522215e-001
3.161999999999815e-001	2.378500e-001	7.522139e-001
3.162999999999815e-001	2.379228e-001	7.522063e-001
3.163999999999815e-001	2.379956e-001	7.521986e-001
3.164999999999815e-001	2.380684e-001	7.521909e-001
3.165999999999815e-001	2.381412e-001	7.521832e-001
3.166999999999814e-001	2.382140e-001	7.521755e-001
3.167999999999814e-001	2.382867e-001	7.521678e-001
3.168999999999814e-001	2.383595e-001	7.521601e-001
3.169999999999814e-001	2.384323e-001	7.521523e-001
3.170999999999814e-001	2.385050e-001	7.521445e-001
3.171999999999814e-001	2.385778e-001	7.521367e-001
3.172999999999814e-001	2.386505e-001	7.521289e-001
3.173999999999814e-001	2.387232e-001	7.521211e-001
3.174999999999814e-001	2.387960e-001	7.521133e-001
3.175999999999813e-001	2.388687e-001	7.521054e-001
3.176999999999813e-001	2.389414e-001	7.520975e-001
3.177999999999813e-001	2.390141e-001	7.520897e-001
3.178999999999813e-001	2.390868e-001	7.520818e-001
3.179999999999813e-001	2.391595e-001	7.520738e-001
3.180999999999813e-001	2.392322e-001	7.520659e-001
3.181999999999813e-001	2.393048e-001	7.520579e-001
3.182999999999813e-001	2.393775e-001	7.520500e-001
3.183999999999813e-001	2.394502e-001	7.520420e-001
3.184999999999812e-001	2.395228e-001	7.520339e-001
3.185999999999812e-001	2.395955e-001	7.520260e-001
3.186999999999812e-001	2.396681e-001	7.520179e-001
3.187999999999812e-001	2.397407e-001	7.520099e-001
3.188999999999812e-001	2.398134e-001	7.520018e-001
3.189999999999812e-001	2.398860e-001	7.519937e-001
3.190999999999812e-001	2.399586e-001	7.519856e-001
3.191999999999812e-001	2.400312e-001	7.519775e-001
3.192999999999812e-001	2.401038e-001	7.519693e-001
3.193999999999811e-001	2.401764e-001	7.519612e-001
3.194999999999811e-001	2.402490e-001	7.519530e-001
3.195999999999811e-001	2.403216e-001	7.519448e-001
3.196999999999811e-001	2.403941e-001	7.519366e-001
3.197999999999811e-001	2.404667e-001	7.519284e-001
3.198999999999811e-001	2.405393e-001	7.519202e-001
3.199999999999811e-001	2.406118e-001	7.519119e-001
3.200999999999811e-001	2.406843e-001	7.519036e-001
3.201999999999811e-001	2.407569e-001	7.518953e-001
3.202999999999810e-001	2.408294e-001	7.518870e-001
3.203999999999810e-001	2.409019e-001	7.518787e-001
3.204999999999810e-001	2.409744e-001	7.518703e-001
3.205999999999810e-001	2.410470e-001	7.518620e-001
3.206999999999810e-001	2.411194e-001	7.518536e-001
3.207999999999810e-001	2.411919e-001	7.518452e-001
3.208999999999810e-001	2.412644e-001	7.518368e-001
3.209999999999810e-001	2.413369e-001	7.518283e-001
3.210999999999810e-001	2.414094e-001	7.518198e-001
3.211999999999810e-001	2.414818e-001	7.518114e-001
3.212999999999809e-001	2.415543e-001	7.518029e-001
3.213999999999809e-001	2.416267e-001	7.517944e-001
3.214999999999809e-001	2.416992e-001	7.517859e-001
3.215999999999809e-001	2.417716e-001	7.517774e-001
3.216999999999809e-001	2.418440e-001	7.517688e-001
3.217999999999809e-001	2.419164e-001	7.517602e-001
3.218999999999809e-001	2.419888e-001	7.517516e-001
3.219999999999809e-001	2.420612e-001	7.517430e-001
3.220999999999809e-001	2.421336e-001	7.517343e-001
3.221999999999808e-001	2.422060e-001	7.517257e-001
3.222999999999808e-001	2.422784e-001	7.517170e-001
3.223999999999808e-001	2.423508e-001	7.517083e-001
3.224999999999808e-001	2.424231e-001	7.516996e-001
3.225999999999808e-001	2.424955e-001	7.516909e-001
3.226999999999808e-001	2.425678e-001	7.516821e-001
3.227999999999808e-001	2.426402e-001	7.516733e-001
3.228999999999808e-001	2.427125e-001	7.516646e-001
3.229999999999808e-001	2.427848e-001	7.516558e-001
3.230999999999807e-001	2.428571e-001	7.516469e-001
3.231999999999807e-001	2.429294e-001	7.516381e-001
3.232999999999807e-001	2.430017e-001	7.516292e-001
3.233999999999807e-001	2.430740e-001	7.516204e-001
3.234999999999807e-001	2.431463e-001	7.516115e-001
3.235999999999807e-001	2.432186e-001	7.516025e-001
3.236999999999807e-001	2.432909e-001	7.515936e-001
3.237999999999807e-001	2.433631e-001	7.515846e-001
3.238999999999807e-001	2.434354e-001	7.515756e-001
3.239999999999806e-001	2.435076e-001	7.515666e-001
3.240999999999806e-001	2.435798e-001	7.515576e-001
3.241999999999806e-001	2.436521e-001	7.515486e-001
3.242999999999806e-001	2.437243e-001	7.515395e-001
3.243999999999806e-001	2.437965e-001	7.515305e-001
3.244999999999806e-001	2.438687e-001	7.515213e-001
3.245999999999806e-001	2.439409e-001	7.515122e-001
3.246999999999806e-001	2.440131e-001	7.515031e-001
